ReviewID;ReviewTitle;ReviewContent;UserID;ProductID
R2S12HQMGEON44;Good purchase; 4.7/5Ok with the noise cancellation performance.But when it comes to bass quality it is some what less than the boat 225. Not too much low;AGJK54UTZLRAIC27TJYRC2FITPNQ;B07S9S86BF
R2NVYGBTVG3FJR;Nice product; clarity in the bass is some what Missing;AECA5GYEXI5PM7SREQZXQQBLP5PA;B07S9S86BF
R3VG49O0264FQ9;Good quality; light weight when compared to boat 225. Finally boat 242 is good at. Its price range.;AGVJCBYEOVBLWDFZ42IPRVYU25RQ;B07S9S86BF
R23YK9FCYDZ8D5;Good one;Strong enough;AE55KTFVNXYFD5FPYWP2OUPEYNPQ;B07N8RQ6W7
R2FHT8TJPYXUVB;Cannot set tha 90 vertical angle; good one to hold.;AE7UFVGPV7KYAP74UQJAQYE5PEDQ;B07N8RQ6W7
R2775SLGU24T7V;Best;It's serves the simple purpose of holding phone..But it's not possible to make a phone sit in 90 ..phone slants back little.. (i use pen adjusted at back to keep phone in 90 angle).. worth for simple use;AGCMESD262GPMVIP77LD57FWCOSQ;B07N8RQ6W7
R3M6CEWXVKNB4E;Nice to use;Best;AGHNDMYRUJOLLYU3ZCO7FZJOFJUA;B07N8RQ6W7
R17T0PBEN71P6E;Avarage;Nice;AFARAZP3IF343NCQTLZA27FJNIQQ;B07N8RQ6W7
R4P7D5FJZ86K4;Value for money.;Avarage;AEGGIMWBMF527D35B4MPSIRF7I3A;B07N8RQ6W7
R3V035V0E672U2;IT DOES WHAT IT IS SUPPOSED TO;Sturdy product.;AFXYNRL37KVTOBVKIVMSHZPZWBCQ;B07N8RQ6W7
R331A15NMMC2WR;Good ;EFFECTIVE PRODUCT FOR THIS PRICE RANGE;AF7Z6AXMT4QMKJNV6CH6XRIVGVPQ;B07N8RQ6W7
R36T09OX35WPH0;Budget Phone;If your budget is low and you are looking for a good phone then you can buy this realme narzo 50i;AFFOR2CVZKO4LFXRBJ2WEQXRHDKA;B09FKDH6FS
R1SPKNBAZ5I7N1;Good product at this price;The product is very nice and good quality . after using so many days ithe product is not warm and also phone is not hang .so the is good at this price;AEE5DT5BRBCBX27LOGB5EIX3GVHQ;B09FKDH6FS
R2H32V6C3AL47P;Good prodect;Average preform;AHCHD46P252E5T27D26CGOAVD4PQ;B09FKDH6FS
R3V0GQV599E046;Good;Good;AEMUIOWHXS3X7TCLNOURVJFTE2BA;B09FKDH6FS
R1K3DKKD38K4YV;Good;Good;AGWO67H5CHGZF5AAAUAD5QQCZODQ;B09FKDH6FS
R3GLFGKDB9OSU6;Value for Money!;Ok for normal use;AGFY3ZBTCRZXSPRR4NXXE7N2SKQQ;B09FKDH6FS
R19K03O5BUU15B;Not bad; build quality and battery is good..;AFFVMKWXROYV7F5GCRX72SOBBEUQ;B09FKDH6FS
R3LHO7E66T27P9;Nice;Battery life is ok maximum working 12hrs after 100% charge;AEKAEWCGDYUP75CGK24GI3RWCBQQ;B09FKDH6FS
R1NARG7VJ59AD3;Noise smartwatch;Good fit;AHECNVXSW6REC5TOGBH6OJXIBL4A;B097R25DP7
R6BEKBJDZAEX5;The product is good overall; nice smart watch in this price range;AFWAX2O5B5I36ESHPOWZKN25BYPA;B097R25DP7
R36J5LRZNMMZXL;Good Battery backup; especially for  those who need only basic features . I bought grey color;AHSDH2Q4Q2QSUYUGEAGPIR22MT7Q;B097R25DP7
R2AHCTVOGP0T6P;Okayish product;It's been long I'm using this now. It has no issues. The battery;AFSJOIQSSLDDJPOWX3DDKXDA6T5A;B097R25DP7
R3HDBTGLJJ34YO;Satisfied.; touch screen;AGUXZXNTCLWNP7Y5QA2KYEJLBMKA;B097R25DP7
R2Q8HE3RM7HW5L;Good; bluetooth connection every thing works fine. I was looking for something simple and I got this.;AHOZLLUCMPI33IIR3Z5Y7UT2LCLQ;B097R25DP7
R1K6IPHKQQ03AJ;It's great watch;Nice design and functionsCan't connect to Whatsapp and other social media app ;AGBT7W456GGMVOR73SNSIGLSK5DQ;B097R25DP7
ROANI9ZPECRM0;Noise;The modes in the watch are good. The UI sucks. Responsiveness could have been better. Battery life is moderately upto 3-4 days if worn constantly. Colour of the band is a bit faded too.;AGYF2BCD5W756VOY2V5HJQCX4H4A;B097R25DP7
RJYLPPJ0FGP7W;Good phone ;The camera is good;AELBDTDLN6LH4TEVDSSVNVRMHOTA;B07WDK3ZS2
R2FID5PFZZFEMW; little expensive; phone is quite respponsive;AF6WQKW6OFXB56NMHLIN4Z3XRTNQ;B07WDK3ZS2
R358SS960NFBLL;Buyers Beware; fast charging.There are some niggling software issues and do not forget password (pin);AFH5GFI3ZLDKRPX7OOXJDZKNTTTQ;B07WDK3ZS2
R3V2BSMUA81YBR;I bought this mobile at 18k; there is no way you will be able to get it back to factory settings;AEQCU4OWLDASI2OKORSLGN4UFUXA;B07WDK3ZS2
R11VQG0J80EBFL; worth on that price.;This is my second iqoo z6 pro and my humble advice to all the users and purchasers out there is that please DO NOT update your device to the latest software version. Doing so will definitely cause serious overnight battery drain issues. I speak from my experience. My first iqoo z6 pro 8gb is updated to the latest August security patch update and drains battery at the rate of 10 percentage overnight for no specific reason. The idle drain is very pronounced. However my second Iqoo z6 pro which I purchased is still running on the original software version and has excellent battery back up with negligible idle battery drain . So I think it's best not to update till iqoo rolls out a better update resolving the battery drain issue;AHKQFWVTWLZQYGV6ZA6OCY333SNA;B07WDK3ZS2
R3ULSAT0BPNPG4;satisfied with the product;Above average performanceNo heating issueFastest fingerprint reader&face unloakGood battery lifeOk camera qualityLight weight;AHX5S7C6OWULLEH2WS5TSQFATXPQ;B07WDK3ZS2
R2XXGJP0K25QJZ;Single led flash light;comfortable on hand;AHTWMZQ36LO3QXAIALC6VJ7OLTCQ;B07WDK3ZS2
R2PQ51W8C26K8S;Good product;All the features of this mobile was good.no doubtly anyone can buy this but nor for games.withinh the budget only it was available for me.;AHE3N52C6VWHPAF36U7GF7W2UV6Q;B07WDK3ZS2
RM0S8X7RALDXR;Very good power charger;Very fast charging;AEJKUZQM36XSQ4JKVC4UBWE5YJJA;B08RZ5K9YH
R2118P20L5XNMT;Good and original item;It's a original item and does it's job. Price can be low on other sites bye overall very good product with blink of the eyes service by Amazon;AGQWUC553PFV7YGNWOJPLCHRBIVA;B08RZ5K9YH
RRO90ETYUURUA;Good and original;Fully fast charger;AH6U3UC6OTD65UGQF6RMHGEE4UPA;B08RZ5K9YH
R323P80OW5K9CY;Power House !!;I really like the power of this charger. This charge my device so fast. Really value for money.;AEG5SODTEGYP3IUXIGCGFJBG4W4Q;B08RZ5K9YH
RXQMN1M04TM6F;Good but not perfect;;AH2EAMUTPTX7PVUNPFYL4RO6DQEQ;B08RZ5K9YH
RZFKWWARTVKAF;Best Charger;Sachme Achcha Hai;AFO7YXLQXSGY3DH6FMRQW2AZCOHA;B08RZ5K9YH
R8H5BG1FDKRSA;Value; Aap Kharid Sakte Hai.;AGIMUNQKIQNNE3SPFKQ7LZIWGWPA;B08RZ5K9YH
R3J9SJCJGPDO4E;Average;It's good at this price. Really doing fast. Valuable Product;AE3NK5I2NAFOPARL2APH27FP3HBQ;B08RZ5K9YH
RFPSJKWNCQAO2;This is best;I like this product;AGPVN62QTZNEHCVDPA4237YQ5VMQ;B08444S68L
R14L1ELN40CL68;It's okay for a naive user;It's okay for a backup emergency phone or a naive user who uses it just for other extra sim or basic needs;AF7KNSLEDN6UCGACICGMVXRW6FZQ;B08444S68L
R26SGRT511UO9Y;Good for the price.;All are fine;AERIRWR6GSTILA6LAAFDAG3FENNA;B08444S68L
R2RPCNJXQJS739;Good;Good;AG3SI2KQY3UNEQJOKH565UD4Y6FA;B08444S68L
R15CXRO9889JGL;Excellent Product. Easy to operates.;Finger print is good for this phone battery life is excellent and camera quality too.;AGBDMC7RQ25U6AEK5YA5TLP4S5HQ;B08444S68L
RYUKIJ43LG4RC;best features in phones which you dont find in apple like call recording;best budget phone between 10-15k adapter pin is A type BATTERY LIFE IS OK 1 and half day;AGS23EI6FG7FXH3XR4HGYLJF5UAA;B08444S68L
RUHO80MJ5NV8O;Good purchase at this price;This is a good product at this price.The battery is really good. With 6gb ram octa-core processor and 128gb ram it's a good phone. However it should not be compared with other similar products available at higher Price because those products use different processors for which the price goes up. The camera is just a decent one but not very good.It depends what are you looking for. If you want a good camera with better processor then you have to spend more. At such price it will replace redmi phones;AGLDR4PNZ6ZWNGFV5EEV7BL6LAAA;B08444S68L
R20IACRIZKZAQF;Good; because it does outshine redmi phones in all aspects.;AGE5JVVFCOPUTGK7F2PUUST4OWOA;B08444S68L
R27C4TPKHXYBRU;Out of 5 iam giving 3.5 rating everything is okay except voice sound during call;rating everything is okay except voice sound during call;AEN657OFUBBVTAFRFCOOUKFBNQ4Q;B09JS562TP
R1WGISGIIXAU1B;Simple for rough use;Battery life is very good... sound is also loud..Economical.;AESZZZXVFKLKXWSQPL4ECENSVBWQ;B09JS562TP
R2WFSJJW04UWJ8;charger quality bad;charger quality bad;AG2UBCLWPOQR4QN5YCLXLC3XLHCA;B09JS562TP
R2QYC49E7WPALL;Lightweight.;https://m.media-amazon.com/images/I/614VMH+hRtL._SY88.jpg;AG7LUOL4B7W4Y5AWCZ5MK47P3OUQ;B09JS562TP
R1URJDO4NTW2ML;Terriffic battery life;Battery lasted for 15+ days with low-medium usage. All functionality works fine. Perfect for someone wanting to limit the distractions of a smartphone.;AFKWQ4PQTTDZKB7EET3UOXALXIOQ;B09JS562TP
R3D6T949ZTO02J;Good one for elders;Good product for elders;AFTRUR7C3BJWFR5KW4W4SCBXU6NQ;B09JS562TP
RL8X7H598LEE4;Good in this price;Working well for about 1 year. Everything okay;AF4QNWLEXCHDBQ54GFXNI6N72XZQ;B09JS562TP
RB0LBG619UMSN;Good;There is some disturbance in the sound While using wireless FM;AGURV6CHVKSHPRM6VV4FSRY5NYKQ;B09JS562TP
R17AITIJSUGQPX;Good charging speed;Good charging speed;AGZD3RPRHHX2DKW6TEB65JLH5S5A;B0971DWFDT
R2HIE7XFOYE3GL; supports well for Suzuki burgman also; supports well for Suzuki burgman also;AE5UEABJHMKBLTCBIQYEFKFG3LAQ;B0971DWFDT
R3E5Z7FQ1S0QX4;Good car charger;It's dash charge OnePlus devices;AFCJPD4OYU6E3CQYH32MUOX26A5Q;B0971DWFDT
R285YUOW07EVMO;It connects to apple lighting Cabel;Product is good ;AHOKPNT5H34CQXR52YBMVLR6GTZA;B0971DWFDT
R3V4MXWG0YPF9R;Good car charger; you can charge your iPhone easy.;AGTM5FVKPGPRP7YEKY4F46BYLKAQ;B0971DWFDT
R34N3UV1B4LL6W;Good product;It is built really well & is very compact in size.It also supports fast charging my Poco X3 pro (33w).Though it seems to be a bit loose for my car;AHMTIK5UNPKUXAZEYS6SXOQLQ3MQ;B0971DWFDT
R16JFD8JNYYTIE;Nice quality; it gets unplugged from the car(Ford Ikon) even if the wire is moved a bit.;AF367Z63Q7PILESRPHP7QHMMT2QQ;B0971DWFDT
R3G5PHC3VUAXU8;Its only a charger;Working good and small design as I wanted.;AH55R53RN3UWSSDSNBGV6BCQL6NQ;B0971DWFDT
R2IIY08QX4SR46;Feature Wise OK at this Price But Sometimes call screen not come on the display of Watch;This review is based on my two days of usage. Work fine on Activity and Fitness Tracking but Sometimes Software does misbehave. Need some improvement on the Software and Not Work only with Bluetooth Connect it Requires an Internet connection for sync.  and sometimes Bluetooth does not fully Work. I believe problems which are coming may be solved by the next Software updates. Entry Label Smartwatch with calling features wise ok.;AEYLB6L333GKGCRGR5N6NDB335TQ;B0BNV7JM5Y
R267DLLCKGD15M;Problem with connection.;I only have one problem;AEUZYVUGRR6URWHTEQR3NCGWN46A;B0BNV7JM5Y
R31P4MQH7YLP4I;Good; sometimes it acts as a speaker;AHYWG4RZCXWYBUPMUCNYX76JWF4Q;B0BNV7JM5Y
R42A5QTEMPPGQ;Good watch; and all the sounds of whatever that is playing on phone comes from the watch. Also i would like to know if i can silent the ringtone coming from the watch. Is there any way. Please help. I am using iphone 11.;AHKCYSBVKKLZ6TZEUYSMS7JK7O3A;B0BNV7JM5Y
RHE6HF6ZA5R2W;Worth 1799;The product is really good;AHOLDR6WNL5GVEDVEX7HEK7KGA2A;B0BNV7JM5Y
R1YAD59EAWIPJS;Very nice product; it feels so light during workouts it's so comfortable to wear and the reason I gave 4 stars is that the sound quality is not so great;AEVCDJRYLA3LTJCNTFYX53MAHAGA;B0BNV7JM5Y
RYH2UHSWNFEWJ;Touch working smoothly.;Good looking and two things are missing 1.female health cycle2.belt strap was very smallscreen touch is very smooth and u can give some lengthy strapOver all 4/5And gps also missing;AHM52LICMSWL734Q5OL4BUM7YWLA;B0BNV7JM5Y
R23524DWSS2QQ3;Nice watch;This watch is good at this price range as compared to other smartwatches but it has delayed in wake up wrists feature. Overall good look;AHFK5JSZGYMOMOE36LRSR2HC3V3Q;B0BNV7JM5Y
R10FUJSCR3VYHY;Works well;The sound quality is excellent for the price;AFTS5BKDRY7Y23B27UVBE2V6TOHA;B01F25X6RQ
R2Y8B5LQ5HLACQ; but not for long; and so are the three buttons. However;AHRIDJXYEBQS7MXFDZ7AAX3AACRQ;B01F25X6RQ
R3BC8GS9GGMBTI;Good product; the material quality isn't good;AEDHFXMKZMTSZUD6ZDT2EAIJBQUA;B01F25X6RQ
R2BO0XUUDY4ZA3;Good product; and the wite breaks after 9 months or so.;AHBMWXLEXHMD3QWGJ4BY7XIDEDUQ;B01F25X6RQ
RN23FCU4EP3F3;Good quality;Less bass.. good sound.. quality might be better;AGVSEPNAZEEDAMS3QS6KVA7XYXXA;B01F25X6RQ
RDGNXFM923PG4;Excellent.;I like to buy this headphones;AG2ITB7GSXUQM6CODSEUDY2P64DQ;B01F25X6RQ
R26PGAI8JKY8XB;Good;Good product;AG37JT3DBXZLS3HJHIAJZUA7A3LQ;B01F25X6RQ
R381CGOL80J2QM;Average item;  very much I like you Good sound quality. Good its really very nice product. Thank you so much samsung galaxy;AGYBSDZV56GWQP7LHLWIBBYLJF4Q;B01F25X6RQ
R2U10LYYC10P7G;Sturdy;Oh this is really nice and sturdy product ;AGYPVBWZGS5N6B4LBSHETPVHMKUQ;B092JHPL72
R247ATLN4EWIZW;Really Flexible; keeps my phone stable while I draw or paint . I tried it immediately as it was delivered.Amazing .;AE7WCE4G7TDHHYVS72L46F2VKMOQ;B092JHPL72
R1MPFKYPRMO5YT; Good for Moderate usage;It's good for moderate usage;AHF4VUNETUB7FQORZINTQG2XOEQQ;B092JHPL72
R1XY9CHD5RF3GK;Good product...; the metal clamp is strong & it holds the table properly. The string is quite flexible as well;AFIO5M6WIUKDYTE7PYCYGYW2Y5WA;B092JHPL72
RN7COQSQK4VHG;Good product in this price.; Overall;AG3J4S2BFDNPWLWKFM4JZ5ZZGRDQ;B092JHPL72
R77IUN9DGACP3;Good; okayish quality wished the string/arm would be a little strong & hold the device more firmly. Works well with lighter-weight phones;AFGCSWFB6JCB7T57BVBCLPAXVEKA;B092JHPL72
R1UEW20K7UFQ57;Good material;Good product received;AF3EF5QQOHLKBPEKFANXBCUG5NPA;B092JHPL72
R1R38EQG1H6453;Stability;Stability not very good;AFX6DXBXJZC4YETE5ZYXJJCE3PFQ;B092JHPL72
R34K4FWTB5W7AY;Boat  cables; i also have boat earphones that is also awesome..;AGAHH7PWXC4ZX235QLJVVHU76USQ;B08WRBG3XW
R3UEORHQEZE02I;Overall good;Product has good quality of metrical use;AFICHFCZ5WJJOZ6HM67EQ2L3YYTA;B09J2MM5C6
R2UPOYZPNU8349;Sturdy;Cover is sturdy but gets yellow within 10-12 days;AFRGLG5OYGNQX7XQRZUL75X3IRDA;B09J2MM5C6
R3C3HZYNE1WHDQ;It turns yellow;It turns yellow within few weeks of usage;AFA6Y4X6JXUJS7K3ALWAK3B33GZA;B09J2MM5C6
R1N8R67WYJGKMJ;No issues and yellowing as of now!;Value for money! Local shops are selling for 600 to 1000 but this one at this price is good! Good quality;AHMMGE7E7A4MRWPCBASIPVF3AI4A;B09J2MM5C6
R3UZ1PKYHGKLV6;Not worthy; clear;AH6MNV2WOAZU6TJAQ2HR5B7UHNDA;B09J2MM5C6
R2KA8O97VAZJBJ;Awesome; Sturdy and Perfect fit Recommended!;AECZ74YEI7GUHN27KFQKRVIEFCHA;B09J2MM5C6
R3OL0GIELMWSPG;Amazing;Case is strong ;AGOPT5ISDG5GJG2LCY6HYOV6KUDA;B09J2MM5C6
R1KWGTMTWTIMQ9;iPhone 13 back cover; but it turns yellow in 1 monthEven tough I have used it less;AGWJ2WGTJWSGOVXK4FZTGLJO6LLA;B09J2MM5C6
RBBUCW5C77081;WORST PHONE EVER! Read this before you buy it;;AHFDZC2Q6XYLTF2H645HIE2ABOTA;B0B56YRBNT
R3OZNN0REGYW37;Value for Money meeting all smart phone requirements;Overall meets the requirements nothing to say negative with respect tolthis phone;AG5KYNRJXLJG2YENX3MQR6FSYMNA;B0B56YRBNT
RPWJM0MSSSPKQ;In this range perfect;Charging is very slowly;AFUPCMP6RPBTIAKVTGCGKCKMDMLQ;B0B56YRBNT
RDOS8J6F5UUFR;Camera achcha hai;Maine is product ko apni beti ke liye kharida tha;AHPUB6PWTLZFJNEIZJFPKADKX6HQ;B0B56YRBNT
R2FLPV0UUUZ7N9;All over good;Fingerprint is good;AFXLD7CM6FII27LC6W7HHACGDEAQ;B0B56YRBNT
R1V7G94DCYII33;Good phone at this price; battery life good;AFKM46JT4BN64WI6WKVJ5A4SS7RA;B0B56YRBNT
R2JHT8YA8MKY6D;Budget Phone; camera is ok;AG33SHKIV4KLY4PPGUGUNDNTIAMA;B0B56YRBNT
R2WB933QP966J7;Worth it;Good phone at this price;AEUOZUIXQQSUHC3EVYRKUXQS3IRA;B0B56YRBNT
R2FRXL54AFATWQ;Only affordable Stylus that works with Apple;This was a saviour for me as I didnt want to buy expensive stylus and max dont work with Iphones. Its not too precise but it gets the job done. I love it;AG2WVO7W7ODQCKIFZ4EEIQSC5Y7A;B08K4PSZ3V
ROBDUAJXECNYM;Product is good;Unexpectedly this product works very well. But When I buy this;AFDCDOCRT7PK5OZCUBZJ3WGXQC5A;B08K4PSZ3V
R6GD9MATBBC0; but Spare disk is missing for me.; the spare disk was missing.;AGY5MU7BF5S7NZ7H6FDZC7BM7PAA;B08K4PSZ3V
RGKPT6A78DSX2;Best deal for this price;This item is simple awesome for this price. It is doing good without any glitches and worth buying for the price amazon is offering.;AHVGSKRUJAMOKHD3LI46BE322UDQ;B08K4PSZ3V
R7UCUG9Q2AOY9;Good but improvement needed;Though it is good but the tip of the stylus pen should be umbrella free....no handle grips too.;AG4OAYEMGQAZIBMSV7SJPYDXICXA;B08K4PSZ3V
RWC4G90JFDFX5;Average;There is a delay between writing and also I get wrong color i ordered bluse and I get gray;AH22BJULNDXPJPJ5NZEBHQRAUS7A;B08K4PSZ3V
RCDQUPWVIM6NN; better option are available;this is a good digital pen for digital art work and very smooth working techniques using so easily;AHF3ANMCWYYADVLTRUTKK43XXLPQ;B08K4PSZ3V
R25MFNHA3G4KVK;very fast and smooth work;Works perfectly on Samsung S22 Plus. I often use it for video editing too. But I think it's overpriced. I got it for Rs. 389 including delivery charges. It should cost max upto 250. 2 stars have been cut for overpricing.;AFH7NASUMH66QSOAFC3OEXCF5LNQ;B08K4PSZ3V
R28SHHTDCYFLEK;Nice one;Ordinary;AHXMSMSLFDG7IIBBIVO6DY5RPVCA;B085CZ3SR1
RV4W2N7V5XWQ2;Nice  I'm happy;Nice pic  I'm happy;AHD6BOJBLAFIBLI2KIGGMNFRRCXQ;B085CZ3SR1
RVXZKH1V12BGV;Best buy in the reasonable price;Its original mi charger which gives a fast and smooth charging.;AE52UBBUK555IYRGTS5VX7PO44IA;B085CZ3SR1
R2I4E5T7EM6I5F;Great product;Great product;AGYGPHX5U4GJVA3MHCWSGZIHBMFQ;B085CZ3SR1
R103G2OV6OFA3Q;product review MI charger!!;i'm using it for 2 weeks now. No issues with the product. I am satisfied with the product.thank you.;AH3BI36C3I7GJFS5QMG2MKJEVQKQ;B085CZ3SR1
R2RO9SXDGM8J5C;MI mobile charger;MI Mobile chagerWire & adopter ki quality and durability bahut acchi hai4 star is liye diya kyu ki charge karta hai lakin uttna fast charge nhi karta bt jinko fast charge se matlab nhi hai descent charger chahiye Mi company ki toh lelo lamba chalega.;AFHKKUWCQRUBPCUAOMO5OJML5B5Q;B085CZ3SR1
RRMMF8UU19VAL;Top quality charger. Original MI brand. Do buy it if you need a B type charge;Top quality charger. Original MI brand. Do buy it if you need a B type;AEUIUWBD6LGQOYOKWQBFV4IL2Z5Q;B085CZ3SR1
R1ISB08X01VDS3;Good charger;Original product.;AENIY3OVB3WZJOVPBXQLMTGCJM2A;B085CZ3SR1
RVRVEXC4LY123;Tap to wake up issue;Sometimes tap to wake up screen work. Little bit lag in touch screen.;AH3PBQI6DTRU4WDPCYH47DK2JQ7Q;B0BGSV43WY
R1T78WUQICUVWR;Such a amazing watch.use full gestures.;https://m.media-amazon.com/images/I/81raP1KgBrL._SY88.jpg;AHO4SAT62OYFF6SLBDKX6EPDVPAA;B0BGSV43WY
R1DOXKQXS4PKV4;Great but hand wash screen off problem;Nice productsBut hand wash screen off problemRe-start problem;AF7GOEYE5GJO744YPMKRF75AERWA;B0BGSV43WY
RVUE4MKJEQRHT;Restart problem;Automatic Restart problem;AF333KSWESUJI6F56KHX6T6PKBIA;B0BGSV43WY
R19TF5TUY71HKH;Nice Product. Go for it.;For the first time;AERMLOT7BN7ZXYSFU5IF3C6RJWFQ;B0BGSV43WY
R37SY71K0T1BJN;Super Smooth Experience; I purchased a smartwatch. Seen many smartwatches for the last 3-4 months. Seen many brands with price ranging from Rs. 1999/- to Rs. 17999/-. This is very recently launched.Pros:-Quite nice product. Bought it for Rs. 3799/-.Amoled screen - enough brightness.Nice features.BT Call volume above average.So far fully satisfied.Many features are yet to be explored by me.Cons:- Sometimes BT connection may get broken;AFWQG4DPBS3OFVH2BCUERQSOSEBQ;B0BGSV43WY
R2S5BGMA1NFQKX;Don't buy. Keeps restarting everytime a call arrives.; not very often.More I will write after few weeks.;AFHSGIPKQQMN6CAZL6LCCBHOXJ7Q;B0BGSV43WY
R1YLUKFUNEFOS8;Highly recommended;;AF3XSVAYCEHUJFKDS6H5ES4FYDFQ;B0BGSV43WY
R18WAOEKUC44AI;Handsfree!;Amazing product. Very useful too.;AE3JIMEZHC22EA7YZAUQF7VOUIFQ;B0926V9CTV
R1BGNNW7TQ5MPS;Recommended;A good product.;AEHZS2RWOOR6UFKXAYRXJMQMJ3MQ;B0926V9CTV
R2L7845B2RVR6N;Good product;Good value for money;AFZAJPI7LJPDCOSMY6ASVRJOECMQ;B0926V9CTV
RMOKL16V5DQIB;It's heavy and stable.Good product but can't change as given in photo.; bought it for 89rs. If height was 1 more would be great;AEY7NLLYHRUBHDIAFPM4O6PALCSQ;B0926V9CTV
R3FXQ9F63UCILJ;Good and Sturdy Smartphone Stand;It's heavy and stable.Good product but can't change as given in photo because space is very low near base.;AF3IH3T2BPU4MB3U34MNSKQRHJ4Q;B0926V9CTV
R2L6CGYUBY0JJI;Good and Sturdy;I loved the build quality of this stand at this price point. The stability is pretty good and it holds my phone even with a thick case properly. There is only one downside. While connecting the charging cable with your phone in portrait mode;AF5IMXZIJ7WVPW4XMKAEJCJNGVFQ;B0926V9CTV
R7KWJGO2GW0F1;Ok; the cable bends sharply as the stand is quite low. But I place it on the box the stand came in and it works for me. So no problem for me at all. Value for money product.;AHHTWGSVW6ENNVUTEPAFHRLQJPFQ;B0926V9CTV
R1H7NLDDU8PSE6;good;Quality if the product is very good. It's been a while since I'm using this. Sturdy too. Totally worth the money.;AEIWPJPP35D2MB5KMUWLI4LTICBA;B0926V9CTV
R2RSNVMKFP7F3P;No vacuum suction;This works by clamping on to AC vent. It holds on sturdily;AGW2NIO4JHGF3E4YYX74PSRCAKOQ;B07GNC2592
RH5W7R1Y9BY84; so it works; minor block on AC flow is not of much consequence.The phone clamp is spring loaded and accommodates all phone sizes.Most holders working on suction does not hold onto glass. They fall off while driving. Could lead to accidents.;AGFAIQUG5PIPGUXTO6LP4TU2GSQA;B07GNC2592
R249DXGFQ2JBLD;Not bad!;Good product;AFXRMHZQNO7PQW3EFY7KUMXVWMGQ;B07GNC2592
R2VNKWOJBOWTDG;Good build quality; but didn't work for me;AE537L5FIMAIM2UYHZ3YQEUC7WJA;B07GNC2592
R2YUL0HEHC0ZN2;Fitment in AC vent bit of a issue; as it was unable to hold my Moto G60 device's weight. The clamp mechanism was great. I loved it! But the back clip which goes inside the AC vent was loose and kept on moving. Also the lock which tightens the back clip was average.;AF5VJGOWRIVRLRYH6OKAJ3GXAC3Q;B07GNC2592
R2I46FOK401C78;Gets the job done!;Received today. The product is of good build quality. It gives a feel of premium product. Not used it so cant say about functinality.;AHS3PKPC7A23SHSLIDRZJZBFSCIA;B07GNC2592
RSAI7CGWIHYS0;good;Product is good but fitment in ac vent with mobile phone placed on the holder increases weight which is not desirable;AFOCVEQFZDYB3EGYKJAY6P2O7EMQ;B07GNC2592
R3OJNER98OIMQL;Good;Good quality in this price range. It will however block your AC vent. Easy to mount and unmount your phone. Quite sturdy although not perfect. Has been able to maintain its composure even on bad roads. Will post the long term review after a few months. But so far so good!;AGUZMT2E4HNC5VF25OWLAUF6KBGA;B07GNC2592
RCYM7OUD8PKWH;The space between the ports is very less. Engineering defect.;Looks sturdy but there should be more space between the ports. Fitting two cables is a challenge. Beats the purpose. A grave engineering defect.;AFJ4ZH2VBT7VFHQNRMCEX2L2LBUA;B09TP5KBN7
RRK0TIGHV700F;good;good;AFFPHN5H4FO3XR2OZ3O2WJU27FCQ;B09TP5KBN7
RRAGI9YCKE2H9;Heating issue;The adapter heats when charging for more than 30 minutes!;AFYW2E6QX62PBJAJEIOE25GCKXOA;B09TP5KBN7
R2R51I1D2W2K9X;Good;Small;AFRF3MH2AZZR7AJQFT7A73H7D6LA;B09TP5KBN7
RRI0B00NV10SB;A smart product.; weightless and easy to carryCharging power is good not supar fast but ok types;AHTRPDYOHYTPMP53RQDET3NIEOKA;B09TP5KBN7
R261OFDIUG1971;Awesome;https://m.media-amazon.com/images/I/61nillfuZ+L._SY88.jpg;AGIIYMV2W7KQZQA7G4IAJ2KT5U3A;B09TP5KBN7
R2I7WIQ18HOAJR;Good one;Awesome;AFC7G4ZMZALNTMXSNZOXFMWGXW7Q;B09TP5KBN7
R1MB58FBZOQYHE;Good;Good one;AGRF7QVYGI7QVV6BKP6POB3OLT3Q;B09TP5KBN7
R2HRFJXDH2U2QF;It's pretty decent;I got it for 1499 and I guess for this price it's good enough. Don't buy if you are buying it for than this price. If you just wanna try out a smart watch;AES2J44MJ3FMUE6NIAJTOUQCQIWA;B0949SBKMP
RBF3D3XXWV6MG;Friendly product; this is really nice. But if you are expecting too many features in it ;AHQ7LIIQZN6O7YA3EYZ7SV2RIYFQ;B0949SBKMP
R35UVFYMTLRZXN;I love its design btw it's a descent watch .; then go for a pricier one. At least for this watch;AH63HFCY2DBQCGPIVKPHXNHTA7WA;B0949SBKMP
RAYDUICJELIOP;Excellent; u don't have too many features;AFYA4YKSMUOYCP7QOKA4UULLVOVQ;B0949SBKMP
R37BU4XVJNNTLH;The Blue color is worst. BUY RED ONE; and you have to use your phone to set up most of the things ( like alerts and notifications;AGBNZJLZPYRHG5ZBJ4XSL4ZIUUMQ;B0949SBKMP
R8Q0FKDLJ9B8L;Design very good; Do not disturb mode and even alarms too!!)Other than that;AFVC6JKNNPRKNPVSGTKTDVE6S7KA;B0949SBKMP
R38C74PL5UIY1Y;Its worth it; its touch response is pretty decent;AHYE26O7K6TJKC36JVCCCL27UJPA;B0949SBKMP
